plant,unit,value
1,1,657.0
1,2,1350.0
1,3,2.16
1,4,229.02299999999997
1,5,205.42
1,6,26.88
1,7,529.0
1,8,14.08
1,9,255.0
1,10,234.2998
1,11,358.98
1,12,301.08
1,13,31.9
1,14,203.4
1,15,18.34
1,16,80.91
1,17,191.49415213391106
1,18,646.1
1,19,713.0514501764676
1,20,400.0
1,21,100.0
1,22,198.0
1,23,163.93
1,24,220.02
1,25,26.04
1,26,72.52031541769733
1,27,155.04
1,28,7.8
1,29,18.48
1,30,251.4832602712082
1,31,46.550800411609174
1,32,255.42
1,33,247.68
1,34,159.96
1,35,8.96
1,36,112.2
1,37,1028.4109999999998
1,38,944.7880000000001
1,39,0.6
1,40,197.0
1,41,94.5
1,42,183.34
1,43,5.94
2,1,13.86
2,2,388.0
2,3,388.0
2,4,350.0
2,5,37.03
2,6,68.85
2,7,3.68
2,8,17.911999999999992
2,9,92.5
2,10,128.84759999999997
2,11,255.13240000000005
2,12,358.95059999999995
2,13,2.64
2,14,124.47319999999999
2,15,315.7
2,16,16.7
2,17,614.4
3,1,5.46
3,2,4.62
3,3,13.44
3,4,4.62
3,5,31.866999999999894
3,6,41.04
3,7,46.30773403376146
3,8,5.46
3,9,6.3
3,10,198.0
3,11,71.22674450507996
3,12,5.46
3,13,6.3
3,14,124.2
3,15,345.76
3,16,80.46
3,17,80.46
3,18,6.3
3,19,42.84
3,20,6.3
3,21,97.44
3,22,5.46
3,23,5.46
3,24,12.36
3,25,29.92
3,26,7.95
3,27,9.9
3,28,165.54
3,29,27.828371995413292
3,30,18.72
3,31,92.34
3,32,533.0
3,33,206.72
4,1,89.64
4,2,89.64
