plant,unit,value
1,1,657.0
1,2,1350.0
1,3,2.88
1,4,225.20899999999995
1,5,208.65907516741194
1,6,27.72
1,7,529.0
1,8,11.0
1,9,255.0
1,10,235.0
1,11,358.98
1,12,277.92
1,13,30.45
1,14,196.62
1,15,23.58
1,16,80.91
1,17,191.76
1,18,636.87
1,19,664.56
1,20,400.0
1,21,100.0
1,22,200.0
1,23,167.31
1,24,212.3
1,25,26.04
1,26,72.0
1,27,149.6
1,28,7.2
1,29,18.48
1,30,242.0
1,31,44.0
1,32,258.0
1,33,255.42
1,34,167.7
1,35,12.8
1,36,105.80314215603994
1,37,1058.0
1,38,896.2578880039499
1,39,0.7
1,40,197.0
1,41,92.75
1,42,179.22
1,43,5.94
2,1,13.86
2,2,402.55
2,3,402.55
2,4,350.0
2,5,37.03
2,6,68.85
2,7,3.64
2,8,18.225199999999994
2,9,90.25
2,10,128.84759999999997
2,11,255.13240000000005
2,12,363.0
2,13,2.16
2,14,126.0
2,15,320.0
2,16,15.8
2,17,633.6
3,1,4.94
3,2,4.18
3,3,13.12
3,4,4.18
3,5,28.403999999999893
3,6,39.03707692248374
3,7,36.044
3,8,4.94
3,9,5.7
3,10,198.0
3,11,70.4
3,12,4.94
3,13,5.7
3,14,120.06
3,15,347.0
3,16,80.7762171223355
3,17,83.34928718026427
3,18,5.7
3,19,38.76
3,20,5.7
3,21,94.08
3,22,4.94
3,23,4.94
3,24,17.51
3,25,26.703052605622833
3,26,10.07
3,27,12.54
3,28,161.82
3,29,28.0
3,30,26.52
3,31,95.76
3,32,533.0
3,33,213.18
4,1,89.64
4,2,89.64
