plant,unit,value
1,1,650.15
1,2,1339.2
1,3,3.24
1,4,175.62699999999987
1,5,149.69500000000014
1,6,20.16
1,7,518.42
1,8,9.68
1,9,255.0
1,10,227.29780000000005
1,11,270.2
1,12,189.22593500521324
1,13,29.0
1,14,146.9
1,15,19.65
1,16,61.77
1,17,146.88
1,18,429.39021563596833
1,19,452.27
1,20,399.99910000000006
1,21,88.0
1,22,166.0
1,23,123.37
1,24,164.21535888908613
1,25,19.6
1,26,54.0
1,27,113.30997047294841
1,28,6.0
1,29,21.84
1,30,193.6
1,31,52.0
1,32,203.4557281822316
1,33,185.76
1,34,118.68
1,35,9.6
1,36,78.2
1,37,820.9716000113582
1,38,628.1290000000153
1,39,0.9
1,40,197.0
1,41,70.0
1,42,125.66
1,43,7.02
2,1,13.2
2,2,276.8763215728354
2,3,276.45
2,4,333.2
2,5,32.2
2,6,58.5
2,7,2.64
2,8,15.615199999999982
2,9,73.47241597509432
2,10,117.28879999999994
2,11,229.95120000000017
2,12,331.9546000000001
2,13,3.12
2,14,108.44179999999997
2,15,270.55
2,16,12.5
2,17,460.8
3,1,3.51
3,2,2.97
3,3,8.64
3,4,2.97
3,5,45.71899999999992
3,6,33.44
3,7,33.0
3,8,3.51
3,9,4.05
3,10,145.2
3,11,52.81629506499963
3,12,3.51
3,13,4.05
3,14,91.08
3,15,328.4
3,16,60.741939300484326
3,17,61.09
3,18,4.05
3,19,27.54
3,20,4.05
3,21,73.92
3,22,3.51
3,23,3.51
3,24,13.39
3,25,23.12
3,26,7.95
3,27,9.9
3,28,115.32
3,29,21.0
3,30,20.28
3,31,70.11
3,32,509.0540000000001
3,33,148.58
4,1,66.4
4,2,66.4
