plant,unit,value
1,1,602.2
1,2,1243.0805319455355
1,3,2.245076820258437
1,4,129.8589999999999
1,5,85.27307223928634
1,6,12.88
1,7,327.98
1,8,5.284585384533347
1,9,241.61639999999997
1,10,219.59560000000013
1,11,151.10785571854385
1,12,100.36
1,13,14.657457830723423
1,14,83.62
1,15,11.79
1,16,35.995890371883036
1,17,85.68
1,18,230.77163580442578
1,19,239.98
1,20,399.99600000000004
1,21,60.0
1,22,117.86382682780496
1,23,79.83369950348946
1,24,75.61044439027128
1,25,11.2
1,26,28.483253237298268
1,27,54.4
1,28,3.3
1,29,13.44
1,30,90.33532307764364
1,31,32.0
1,32,147.84981579638097
1,33,118.68
1,34,57.82389530076667
1,35,6.207207593896692
1,36,47.6
1,37,567.4295109261764
1,38,372.5790140907806
1,39,0.6
1,40,172.67239999999987
1,41,26.26108683305556
1,42,74.74536661507364
1,43,4.32
2,1,6.6
2,2,135.70483809104505
2,3,149.71608451214294
2,4,294.0
2,5,17.71
2,6,45.0
2,7,1.48
2,8,12.796399999999979
2,9,52.75
2,10,101.52679999999992
2,11,195.6132000000003
2,12,296.8598000000002
2,13,1.92
2,14,88.59339999999995
2,15,221.10562368032348
2,16,8.9
2,17,282.12606512546563
3,1,2.08
3,2,1.76
3,3,5.12
3,4,1.76
3,5,20.341340316371156
3,6,18.334119553833133
3,7,18.0
3,8,2.08
3,9,2.4
3,10,90.2
3,11,31.504622777855776
3,12,2.08
3,13,2.4
3,14,55.21285187173244
3,15,298.64
3,16,27.464405623392903
3,17,26.82
3,18,2.4
3,19,16.32
3,20,2.4
3,21,35.28
3,22,2.08
3,23,2.08
3,24,8.24
3,25,14.667792987915968
3,26,4.77
3,27,5.94
3,28,71.35201077596544
3,29,10.0
3,30,12.577547518758855
3,31,33.62483566167386
3,32,461.5703223921787
3,33,82.08383731506063
4,1,29.579112240599844
4,2,28.22
