plant,unit,value
1,1,618.64
1,2,1274.4
1,3,5.4
1,4,152.93420630211352
1,5,118.48900000000016
1,6,16.52
1,7,407.5540308377946
1,8,11.0
1,9,248.27399999999267
1,10,222.39640000000014
1,11,202.1236206521267
1,12,146.68
1,13,31.9
1,14,115.26
1,15,26.2
1,16,48.459027593396634
1,17,114.24
1,18,323.3571936641018
1,19,341.6595859023505
1,20,399.9970000000001
1,21,69.0
1,22,132.87415492784356
1,23,102.68351207510392
1,24,118.05638662137237
1,25,15.12
1,26,52.0
1,27,88.84948085254999
1,28,6.6
1,29,26.88
1,30,149.6
1,31,64.0
1,32,167.06506952424422
1,33,154.57108170761225
1,34,87.72
1,35,13.44
1,36,88.08925900674615
1,37,682.9920721677963
1,38,522.8160000000004
1,39,1.4
1,40,188.03719999999993
1,41,49.0
1,42,100.94
1,43,8.64
2,1,14.52
2,2,207.12784494900055
2,3,219.57312854833785
2,4,306.6
2,5,35.42
2,6,51.3
2,7,2.08
2,8,14.571199999999982
2,9,63.25
2,10,108.8823999999999
2,11,212.77203243179133
2,12,312.88919445398125
2,13,3.84
2,14,98.51759999999994
2,15,240.80995438572268
2,16,10.7
2,17,376.73439150913714
3,1,3.51
3,2,2.97
3,3,8.64
3,4,2.97
3,5,48.162999999999926
3,6,41.04
3,7,40.5
3,8,3.51
3,9,4.05
3,10,125.42222305118004
3,11,59.4
3,12,3.51
3,13,4.05
3,14,75.9
3,15,312.28
3,16,47.365875346687005
3,17,47.68
3,18,4.05
3,19,27.54
3,20,4.05
3,21,62.16
3,22,3.51
3,23,3.51
3,24,18.54
3,25,32.64
3,26,12.170970546671212
3,27,15.18
3,28,96.71790453656538
3,29,16.40890051472903
3,30,28.43102729511579
3,31,54.72
3,32,481.4240000000002
3,33,121.63657965022234
4,1,51.50672697321419
4,2,51.46
