plant,unit,value
1,1,640.56
1,2,1317.6
1,3,4.68
1,4,171.81299999999987
1,5,134.73485208918987
1,6,19.04
1,7,491.97
1,8,12.32
1,9,254.29559999999998
1,10,226.94770000000005
1,11,238.9457044927896
1,12,177.56
1,13,36.03656451474358
1,14,133.34
1,15,27.51
1,16,57.42
1,17,136.63770651462224
1,18,415.05779597715014
1,19,424.58
1,20,399.9986
1,21,85.0
1,22,158.0
1,23,118.3
1,24,146.1581575547322
1,25,18.48
1,26,58.0
1,27,106.08
1,28,8.4
1,29,32.63511842193338
1,30,178.51057576992852
1,31,72.11509996367704
1,32,203.82
1,33,175.44
1,34,110.94
1,35,13.44
1,36,98.6
1,37,786.9114743383853
1,38,563.9840000000003
1,39,1.2
1,40,195.71959999999999
1,41,64.75
1,42,117.42
1,43,9.18
2,1,15.149999999999972
2,2,247.35
2,3,242.59571916618708
2,4,330.4
2,5,42.86346965352602
2,6,55.8
2,7,2.36
2,8,14.884399999999985
2,9,69.25
2,10,114.66179999999993
2,11,224.2282000000002
2,12,329.25500000000005
2,13,2.88
2,14,107.92359723870415
2,15,266.97738332270643
2,16,11.9
2,17,431.4002552341075
3,1,3.77
3,2,3.19
3,3,9.28
3,4,3.19
3,5,38.7929999999999
3,6,42.56
3,7,42.0
3,8,3.77
3,9,4.35
3,10,140.8
3,11,63.8
3,12,3.77
3,13,4.35
3,14,87.86499592572741
3,15,325.92
3,16,61.09
3,17,61.09
3,18,4.35
3,19,29.58
3,20,4.35
3,21,72.24
3,22,3.77
3,23,3.77
3,24,16.847236259280702
3,25,29.309999999993007
3,26,9.01
3,27,11.22
3,28,106.02
3,29,21.0
3,30,26.52
3,31,70.11
3,32,501.68600000000004
3,33,158.27
4,1,68.06
4,2,68.24766826675787
