plant,unit,value
1,1,633.71
1,2,1306.1804799670615
1,3,5.76
1,4,171.81299999999985
1,5,134.0920000000001
1,6,19.6
1,7,468.84261194519354
1,8,12.092847259850569
1,9,253.5912
1,10,225.5473000000001
1,11,254.76
1,12,177.56
1,13,34.8
1,14,133.34
1,15,27.51
1,16,59.16
1,17,140.76
1,18,405.89164938560293
1,19,424.58
1,20,399.99820000000017
1,21,80.0
1,22,152.0
1,23,118.3
1,24,157.58695121537298
1,25,19.04
1,26,62.0
1,27,108.8
1,28,7.8
1,29,31.92
1,30,184.8
1,31,76.0
1,32,190.92
1,33,180.6
1,34,110.94
1,35,15.36
1,36,102.0
1,37,762.1099999999994
1,38,544.9707895339724
1,39,1.6
1,40,194.43919999999997
1,41,66.5
1,42,119.01221754805582
1,43,10.26
2,1,14.52
2,2,232.8
2,3,232.8
2,4,322.0
2,5,37.65236184691724
2,6,57.6
2,7,2.36
2,8,14.571199999999983
2,9,69.25
2,10,115.71259999999992
2,11,226.5174000000002
2,12,322.50600000000014
2,13,3.84
2,14,103.09799999999997
2,15,255.5
2,16,11.9
2,17,442.7078381080049
3,1,4.03
3,2,3.41
3,3,10.24
3,4,3.41
3,5,48.392904259185386
3,6,41.04
3,7,40.5
3,8,4.03
3,9,4.65
3,10,143.0
3,11,63.8
3,12,4.03
3,13,4.65
3,14,89.7
3,15,324.68
3,16,58.66792626958043
3,17,58.11
3,18,4.685296030743122
3,19,31.62
3,20,4.65
3,21,70.56
3,22,4.03
3,23,4.03
3,24,20.6
3,25,32.64
3,26,12.19
3,27,15.53499999999967
3,28,114.36118210243147
3,29,20.5
3,30,25.536000000005927
3,31,68.4
3,32,501.68600000000004
3,33,151.81
4,1,67.68317168651565
4,2,69.72
