plant,unit,value
1,1,647.41
1,2,1331.1
1,3,3.96
1,4,177.5339999999999
1,5,152.97390208252614
1,6,20.44
1,7,529.0
1,8,11.0
1,9,255.0
1,10,226.59760000000006
1,11,272.70401747262224
1,12,196.86
1,13,32.95539830429399
1,14,142.38
1,15,20.96
1,16,62.64
1,17,146.88
1,18,406.12
1,19,465.651031119032
1,20,399.99870000000004
1,21,85.0
1,22,156.0
1,23,125.06
1,24,138.96
1,25,20.16
1,26,61.19878881127784
1,27,97.92
1,28,7.2
1,29,25.2
1,30,160.80583191967077
1,31,60.0
1,32,198.66
1,33,190.15240944243632
1,34,95.46
1,35,10.88
1,36,91.8
1,37,811.4249999999997
1,38,625.7360000000004
1,39,1.1
1,40,197.0
1,41,61.25
1,42,125.66
1,43,8.1
2,1,12.54
2,2,276.75340777295577
2,3,276.45
2,4,329.0
2,5,37.03
2,6,59.4
2,7,2.6
2,8,15.615199999999986
2,9,72.25
2,10,117.28879999999994
2,11,229.95120000000014
2,12,330.6048000000001
2,13,3.12
2,14,107.67839999999997
2,15,268.4
2,16,12.65
2,17,461.7183125835095
3,1,4.03
3,2,3.41
3,3,9.92
3,4,3.41
3,5,42.25599999999996
3,6,36.48
3,7,37.005000000002525
3,8,4.03
3,9,4.65
3,10,143.0
3,11,57.2
3,12,4.03
3,13,4.65
3,14,89.7
3,15,323.44
3,16,55.13
3,17,55.13
3,18,4.65
3,19,31.62
3,20,4.65
3,21,62.16
3,22,4.03
3,23,4.03
3,24,15.45
3,25,29.92
3,26,9.01
3,27,11.22
3,28,115.32
3,29,18.5
3,30,23.4
3,31,63.27
3,32,503.528
3,33,144.23948469434413
4,1,58.1
4,2,58.1
